Image Path,Label
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Content Creators _ Creatively Squared_logo_1.jpg,Tiger Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Ginger & Spice, Neutral Bay_logo_3.jpg",Tiger Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Ginger & Spice, Neutral Bay_logo_2.jpg",Tiger Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Ginger & Spice, Neutral Bay_logo_1.jpg",Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/neon_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Crystal Beer 10000 FREE Beer Giveaway - Full Details copy_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/neon_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Cerveja Tiger é a nova aposta da Heineken no mercado brasileiro de puro malte copy 2_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Cerveja Tiger é a nova aposta da Heineken no mercado brasileiro de puro malte copy 2_logo_1.jpg,Tiger Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Heineken traz ao Brasil Tiger, uma de suas principais marcas globais - EmbalagemMarca_logo_1.jpg",Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger silver copy_logo_1.jpg,Tiger Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Heineken traz ao Brasil Tiger, uma de suas principais marcas globais - EmbalagemMarca_logo_2.jpg",Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Crystal Beer 10000 FREE Beer Giveaway - Full Details (1) copy_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Crystal Beer 10000 FREE Beer Giveaway - Full Details (1) copy_logo_1.jpg,Tiger Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer, Pale Lager 5,0_ ABV (Singapore Brewery (Asia Pacific Breweries-Heineken), Singapur) copy_logo_1.jpg",Tiger Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer, Pale Lager 5,0_ ABV (Singapore Brewery (Asia Pacific Breweries-Heineken), Singapur) copy_logo_2.jpg",Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/タイガー _ 日本ビール株式会社 copy_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/タイガー _ 日本ビール株式会社 copy_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer - India Launch Ad copy_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/147 Tiger_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer Celebrates 2017 Lunar New Year copy_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger Beer Celebrates 2017 Lunar New Year copy_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/147 Tiger_logo_3.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/147 Tiger_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Disappearing Tiger _              Jones Knowles Ritchie  _                   Tiger Beer _          D&AD Awards 2018 Pencil Winner _     Consumer Packaging Design copy_logo_3.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Disappearing Tiger _              Jones Knowles Ritchie  _                   Tiger Beer _          D&AD Awards 2018 Pencil Winner _     Consumer Packaging Design copy_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Disappearing Tiger _              Jones Knowles Ritchie  _                   Tiger Beer _          D&AD Awards 2018 Pencil Winner _     Consumer Packaging Design copy_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Here_s Why You Should Be Drinking Korean Soju Right Now_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger - Lager Beer_logo_2.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Tiger Beer/Tiger - Lager Beer_logo_1.jpg,Tiger Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Beer can_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/KF Strong 🧊_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/@_Babai_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/@_Babai_logo_2.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Me or friends😋✌️👀🙊🍺🍾💕(__logo_5.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Me or friends😋✌️👀🙊🍺🍾💕(__logo_4.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Me or friends😋✌️👀🙊🍺🍾💕(__logo_2.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Me or friends😋✌️👀🙊🍺🍾💕(__logo_3.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Me or friends😋✌️👀🙊🍺🍾💕(__logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/🍺🍻beer🍻_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Beer in hand_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/My photography_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Mood_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/kingfisher (1)_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/KINGFISHER_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/_ (6)_logo_3.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/_ (6)_logo_4.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/_ (6)_logo_5.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/kingfreshar_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/_ (9)_logo_4.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/all i want ♥️_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Beer_logo_4.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/hi_logo_2.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Booze_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/hi_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/King fisher lover_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/_ (8)_logo_3.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Beer (1)_logo_2.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Photography by enterbabu_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/_ (9)_logo_3.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/_ (9)_logo_2.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/_ (11)_logo_4.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/🥴_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Beer_logo_2(1).jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Beer_logo_3.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/DEL📍_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Kingfisher Beer - The Ultimate Wingman for Epic Adventures!_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Kingfisher Strong_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/kingfisher beer_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/kingfisher beer_logo_2.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Beer (1)_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Kingfisher party beer_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Kingfisher 🍻_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/🥂_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/kingfisher ♥️✨_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Kingfisher 🍺_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Kingfisher 🍺_logo_3.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Kingfisher🍺❤️_logo_3.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Kingfisher🍺❤️_logo_2.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Kingfisher🍺❤️_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Kingfisher 🍺_logo_2.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Kingfisher (2)_logo_3.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Kingfisher (2)_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/beer 🍻_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Kingfisher (2)_logo_2.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Kingfisher (2)_logo_4.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/____logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Kingfisher ❤️_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Cheers_logo_4.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/King of Bottle ‘Kingfisher’_logo_3.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/King of Bottle ‘Kingfisher’_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/fresh natural with kingfisher 🧖_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/King of Bottle ‘Kingfisher’_logo_2.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Kingfisher Beer 🍻_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/KINGFISHER (3)_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Cheers_logo_2.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Cheers_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Thebird__logo_2.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/🥂 (1)_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Thebird__logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/🥂 (2)_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Kingfisher (4)_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/☠️_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/_ (14)_logo_2.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Kingfisher 🍺 (1)_logo_3.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Kingfisher 🍺 (1)_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Kingfisher 🍺 (1)_logo_2.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/_ (17)_logo_3.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/some time without any tension ❤️☺️_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/some time without any tension ❤️☺️_logo_2.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/#chill #clublife #beer #avermusic_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/alcohol 🍺🍻_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/_ (16)_logo_2.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/_ (16)_logo_3.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/🥂 (3)_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/_ (17)_logo_2.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/😞❓love 💔_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/_ (18)_logo_3.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/❤_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/_ (18)_logo_2.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/❤_logo_2.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/___ (1)_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Beer barely_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/kingfisher (5)_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/fresh natural with kingfisher 🧖 (1)_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Kingfisher copy_logo_2.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Kingfisher copy_logo_3.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Kingfisher copy_logo_4.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Kingfisher copy_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Beer copy_logo_4.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Beer copy_logo_2.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Beer copy_logo_3.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Beer copy_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/_ (1) copy_logo_5.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/_ (1) copy_logo_4.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/kingfisher ♥️✨ copy_logo_1.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/_ copy_logo_3.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/_ copy_logo_2.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/_ (1) copy_logo_3.jpg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/294ce623-8c04-4fe2-8d46-60d2c074e841.jpeg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/05112ed5-14b6-4ab9-bc6d-ccff35a16d93.jpeg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/a4eec9e0-35eb-4b00-b509-bdc17168f1a3.jpeg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/cerveza kingfisher - Buscar con Google.jpeg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/cerveza kingfisher - Buscar con Google (1).jpeg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/bfa61bb8-37ba-4030-8e6a-8f71207dbec6.jpeg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/7b430461-5148-46d0-9333-1d81b68b7245.jpeg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/231cdd2e-c86d-46ba-ab7f-6563282d2c82.jpeg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/UNITED BREWERIES GROUP'S KINGFISHER LAGER - first….jpeg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/101cb4f5-12c3-4e0a-85d2-55953aa8a265.jpeg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/cerveza kingfisher - Buscar con Google (2).jpeg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Kingfisher Lager Pop Sticker by shtem.jpeg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/Redirect Notice.jpeg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/KINGFISHER STUBBY 250ML__ UNITED BREWERIES LTD- -INDIA - Beer Label Collector España.jpeg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/KINGFISHER STRONG_ UNITED BREWERIES LTD- -INDIA - Beer Label Collector España.jpeg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/KINGFISHER STRONG 650 ML_ UNITED BREWERIES LTD- -INDIA - Beer Label Collector España.jpeg,Kingfisher Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Kingfisher Beer/세계맥주종류에 대한 이미지 검색결과.jpeg,Kingfisher Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Download premium png of Budweiser king of beers in a glass bottle_ JANUARY 29, 2020 - BANGKOK, THAILAND  by Jira about beer bottle, drink, beer, beer bottle png, and alcohol bottle 2353251_logo_1.jpg",Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Haute in Dallas™_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Beer Brands’ Logos Get Jumbled Up To Denote Importance Of Responsible Drinking Check more at https___iamkomex_com_beer-brands-logos-get-jumbled-up-to-denote-importance-of-responsible-drinking__logo_1.jpg,Budweiser Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Budweiser, Pale Lager 5,0_ ABV (Anheuser-Busch InBev, USA)_logo_1.jpg",Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Thirsty pub burglar nicked - The Drinks Business_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Thirsty pub burglar nicked - The Drinks Business_logo_3.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Thirsty pub burglar nicked - The Drinks Business_logo_2.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/_ (2)_logo_3.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Budweiser_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Budweiser_logo_3.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Budweiser_logo_2.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Budweiser Rebrands With New _Bowtie_ Design_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Budweiser Rebrands With New _Bowtie_ Design_logo_2.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Budweiser ad__logo_2.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Budweiser ad__logo_8.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Budweiser ad__logo_6.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Budweiser ad__logo_3.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Budweiser ad__logo_5.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Budweiser ad__logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Budweiser ad__logo_4.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/King of Beers ! #Budweiser_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Budweiser ad__logo_7.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Grab Some Buds!_logo_2.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Grab Some Buds!_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Grab Some Buds!_logo_3.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Budwieser_logo_1.jpg,Budweiser Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/1080x1920 Resolution heineken, budweiser, beer Iphone 7, 6s, 6 Plus and Pixel XL ,One Plus 3, 3t, 5 Wallpaper - Wallpapers Den_logo_1.jpg",Budweiser Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/1080x1920 Resolution heineken, budweiser, beer Iphone 7, 6s, 6 Plus and Pixel XL ,One Plus 3, 3t, 5 Wallpaper - Wallpapers Den_logo_2.jpg",Budweiser Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/AB InBev Launches Budweiser 0_0_ 0_ Alcohol, 100_ Budweiser - HungryForever Food Blog_logo_1.jpg",Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Segundooou 🍺_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Budweiser story_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Cerveja 🍺_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/#Budweiser_#cerveja_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/#Budweiser_#cerveja (1)_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Budweiser cerveja_logo_2.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Budweiser cerveja_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/5a12f81b-c15a-4b2e-bf52-e7d2d6718bc0_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/28aa9d22-cc0a-4b38-a2e8-19209c015b5c_logo_2.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/28aa9d22-cc0a-4b38-a2e8-19209c015b5c_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Budweiser (1)_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/@EoTREMBB          $_logo_1.jpg,Budweiser Beer
